user_id,spend_category,payment_type,spend_amount,neucoins_redeemed,applied,spend_7d,spend_30d,spend_60d,spend_6m,spend_1y,tx_7d,tx_30d,tx_60d,tx_6m,tx_1y,days_since_last_tx,spend_share_grocery,spend_share_travel,spend_share_electronics,spend_share_fashion,top_3_categories,pct_credit_card_spend,is_credit_carded,recency_score,bureau_score,income_range
user_11,Electronics,UPI,16839,194,0,4107,6381,10581,33564,58591,1,17,40,52,74,13,0.08238678276905612,0.6033504883245805,0.029140274409907643,0.28512245449645585,"Travel,Fashion,Groceries",0.5778770814409091,1,0.6483443410015097,862,6L-10L
user_12,Electronics,Wallet,5004,470,0,560,5429,5630,33637,72837,1,11,21,90,170,27,0.35902129081450207,0.027939264357562565,0.5218717333734025,0.09116771145453287,"Electronics,Groceries,Fashion",0.7493153551424344,1,0.4065696597405991,790,6L-10L
user_13,Electronics,OtherCard,18422,118,0,4137,10959,13456,26835,73055,2,17,45,111,158,29,0.6319116920019138,0.2449874787764752,0.07785154751559034,0.04524928170602064,"Groceries,Travel,Electronics",0.9646904788284609,1,0.38034875658925854,640,10L-20L
user_14,Electronics,Wallet,10336,395,0,2725,10328,12170,33656,79819,9,20,45,102,225,3,0.498973234183463,0.1345646435272453,0.21408975750510667,0.152372364784185,"Groceries,Electronics,Fashion",0.07356335421576565,0,0.9048374180359595,771,3L-6L
user_15,Fashion,Wallet,209,19,0,593,2407,11508,18514,22279,6,20,35,109,238,38,0.22631268309135447,0.6534693616529902,0.0627438382133378,0.0574741170423173,"Travel,Groceries,Electronics",0.05343460239101716,0,0.28176928909495835,548,6L-10L
user_16,Groceries,OtherCard,19455,260,0,1826,8570,13228,33095,49045,1,4,38,101,184,19,0.6713252299520408,0.14297810125339194,0.06686323442678163,0.1188334343677855,"Groceries,Travel,Fashion",0.9375503374073385,1,0.530819450562014,534,10L-20L
user_17,Fashion,NeuCard,5324,292,1,3229,5655,13199,31577,76847,0,17,36,104,123,24,0.44369452373990886,0.29706235800775604,0.07535251201760432,0.18389060623473083,"Groceries,Travel,Fashion",0.5298756255182061,1,0.44932896411722156,382,6L-10L
user_18,Fashion,Wallet,1215,421,0,3287,8584,16302,24984,34725,5,7,9,67,112,27,0.19075957535263877,0.27983999421730665,0.28412958122640863,0.2452708492036458,"Electronics,Travel,Fashion",0.6149030145669361,1,0.4065696597405991,392,20L+
user_19,Fashion,NeuCard,2393,255,0,4073,9619,10389,11461,34203,8,15,15,74,204,11,0.09749456857719103,0.012538029081590596,0.1915987967210399,0.6983686056201786,"Fashion,Electronics,Groceries",0.48242360159472886,1,0.6930406200864415,693,20L+
user_20,Electronics,Wallet,8615,221,0,133,6985,10140,33231,57934,2,4,4,65,76,1,0.11104080848213464,0.23532512779113782,0.6300942359312005,0.02353982779552705,"Electronics,Travel,Groceries",0.09365745260747449,0,0.9672161004820059,567,3L-6L
user_21,Travel,NeuCard,13750,392,0,3138,7540,9168,36917,75626,5,12,28,43,82,42,0.11263528434872745,0.1073549122940547,0.3741766873889536,0.4058331159682642,"Fashion,Electronics,Groceries",0.7680893784186665,1,0.2465969639416065,716,3L-6L
user_22,Groceries,OtherCard,14712,225,1,3919,8793,9179,9394,47017,2,19,20,87,152,13,0.3678166603093445,0.08849097940900229,0.507814370944841,0.035877989336812174,"Electronics,Groceries,Travel",0.7472246450885869,1,0.6483443410015097,882,20L+
user_23,Travel,Wallet,4358,52,0,72,2623,8654,32643,55574,0,9,37,51,150,21,0.28067041413426763,0.4458223677460673,0.08927376605998874,0.18423345205967642,"Travel,Groceries,Fashion",0.311703321492812,1,0.4965853037914095,828,20L+
user_24,Fashion,OtherCard,7170,427,0,4494,10905,17344,27259,50839,4,23,42,96,173,30,0.19090317434635495,0.19547440988209117,0.12614463388749084,0.48747778188406293,"Fashion,Travel,Groceries",0.3062392452284004,1,0.36787944117144233,552,<3L
user_25,Fashion,Wallet,7138,354,1,4225,7882,14283,24067,39233,9,25,30,64,79,22,0.3506545512979326,0.3601317865761031,0.024481130158280812,0.26473253196768354,"Travel,Groceries,Fashion",0.8378413809055185,1,0.4803053010897994,421,<3L
user_26,Travel,OtherCard,13972,499,1,2978,2985,6993,25983,55223,3,10,17,71,153,47,0.6651819680589167,0.14498651957468267,0.03464842602011176,0.1551830863462888,"Groceries,Fashion,Travel",0.07235725774132662,0,0.20873982339007963,309,3L-6L
user_27,Travel,OtherCard,18217,341,0,4361,6916,9382,34116,60107,6,16,44,57,100,19,0.485618165084604,0.2001888457084409,0.25485490886972995,0.059338080337225256,"Groceries,Electronics,Travel",0.8811051483565658,1,0.530819450562014,615,20L+
user_28,Travel,Wallet,10544,363,1,1985,2460,4742,19566,58122,5,9,41,89,222,37,0.4612071052043909,0.01035243462319706,0.17076575801683935,0.3576747021555726,"Groceries,Fashion,Electronics",0.2566616898959144,1,0.291319891133471,572,3L-6L
user_29,Fashion,Wallet,7466,279,1,792,6208,8064,29229,62198,9,21,23,29,128,54,0.04914275763306082,0.5388020202730486,0.08336445198231193,0.3286907701115787,"Travel,Fashion,Electronics",0.5929847477554939,1,0.16529888822158653,605,6L-10L
user_30,Fashion,Wallet,8902,80,0,4259,6470,14450,17763,28324,6,10,44,73,94,3,0.33373404868686096,0.582286732967471,0.07302180426872933,0.010957414076938553,"Travel,Groceries,Electronics",0.9359941790017777,1,0.9048374180359595,509,10L-20L
user_31,Groceries,UPI,584,201,1,94,578,2576,13609,30510,4,16,20,68,85,14,0.20418477827302053,0.026696854855716396,0.14554829611126024,0.6235700707600028,"Fashion,Groceries,Electronics",0.6781225015366464,1,0.6270890852730561,763,<3L
user_32,Groceries,NeuCard,604,157,1,1133,8897,14373,24341,64846,3,8,34,49,60,23,0.04752408252998853,0.06164539950158705,0.21752882884139843,0.673301689127026,"Fashion,Electronics,Travel",0.4144298124670366,1,0.46455902036091146,715,6L-10L
user_33,Fashion,UPI,8375,119,0,4917,12156,21584,37825,67845,6,10,21,71,193,24,0.5045510508258398,0.1424955840715887,0.3232094644162379,0.029743900686333577,"Groceries,Electronics,Travel",0.6895342089054152,1,0.44932896411722156,515,3L-6L
user_34,Travel,UPI,15358,58,0,237,6947,11616,38244,64161,6,14,33,104,220,0,0.4949574624273663,0.43524665656191774,0.023341611264943173,0.046454269745772846,"Groceries,Travel,Fashion",0.3439796363163702,1,1.0,379,10L-20L
user_35,Travel,OtherCard,12963,493,0,2946,7946,17288,41435,43423,5,20,39,118,168,6,0.040738353025238226,0.12239577413973003,0.6533790892348739,0.18348678360015785,"Electronics,Fashion,Travel",0.27725841634918613,1,0.8187307530779818,779,3L-6L
user_36,Groceries,Wallet,18584,214,1,2530,7184,11502,17441,65650,7,8,16,57,127,56,0.016862529018630192,0.0763214253921297,0.7258211722667525,0.1809948733224876,"Electronics,Fashion,Travel",0.9966832779346797,1,0.1546382645492548,846,10L-20L
user_37,Fashion,NeuCard,10060,127,1,1960,8023,15087,29783,74288,3,3,41,57,104,30,0.08006419457155764,0.02710333736922786,0.6369974332958599,0.2558350347633545,"Electronics,Fashion,Groceries",0.7507902311797877,1,0.36787944117144233,317,10L-20L
user_38,Groceries,OtherCard,6189,223,0,1048,3333,10779,25573,39829,9,16,19,81,99,11,0.5604979303400132,0.12317695717754788,0.09884058627131945,0.21748452621111947,"Groceries,Fashion,Travel",0.6447199773818176,1,0.6930406200864415,464,3L-6L
user_39,Groceries,UPI,15306,208,0,2529,7752,9183,11478,33670,4,22,40,84,89,41,0.14371743978329013,0.43673221626136993,0.11351738768407996,0.3060329562712601,"Travel,Fashion,Groceries",0.3552896432193188,1,0.25495539602650996,824,<3L
user_40,Electronics,Wallet,18044,369,0,2964,8293,13917,35986,64216,3,13,50,126,209,4,0.17725060390809874,0.37018213743552736,0.39518864632297174,0.05737861233340204,"Electronics,Travel,Groceries",0.04916082915504816,0,0.8751733190429475,501,6L-10L
user_41,Electronics,OtherCard,3836,114,0,963,7660,15121,16817,56747,0,11,37,43,95,43,0.22585723306689484,0.5110813899654971,0.036948375652079465,0.2261130013155285,"Travel,Fashion,Groceries",0.03105687603515561,0,0.23851255385430242,645,3L-6L
user_42,Electronics,Wallet,11116,208,0,536,7507,9326,20511,66344,7,18,30,56,162,49,0.0881554561943065,0.6426855859394593,0.07412293821458642,0.19503601965164766,"Travel,Fashion,Groceries",0.5541812554487988,1,0.19527756283568573,665,10L-20L
user_43,Travel,OtherCard,5009,13,0,4223,8786,9916,36961,59586,0,6,18,27,127,41,0.10798878742953935,0.30378985419429066,0.17272273839554056,0.4154986199806294,"Fashion,Travel,Electronics",0.7620327210390511,1,0.25495539602650996,747,10L-20L
user_44,Fashion,Wallet,13656,8,1,3679,7204,13767,32097,64185,4,16,37,70,117,37,0.17694906145012523,0.3099801158569987,0.33244604444443804,0.18062477824843798,"Electronics,Travel,Fashion",0.5373791904438551,1,0.291319891133471,812,6L-10L
user_45,Fashion,UPI,15644,39,0,4187,7526,10184,22185,36299,5,12,39,74,208,59,0.06664008030471993,0.04200231964860666,0.007188721502147927,0.8841688785445255,"Fashion,Groceries,Travel",0.8407850719391146,1,0.1399224880243094,618,6L-10L
user_46,Fashion,NeuCard,6197,449,1,3724,10253,13753,28103,69270,5,13,34,58,126,11,0.12125894359926526,0.1067974190364909,0.5986067692190017,0.17333686814524213,"Electronics,Fashion,Groceries",0.03342653309322163,0,0.6930406200864415,516,6L-10L
user_47,Fashion,UPI,2248,236,0,542,3364,11930,31097,69498,4,10,28,33,43,38,0.11749462198268289,0.029543517731863176,0.5351631577159246,0.3177987025695294,"Electronics,Fashion,Groceries",0.3667520764259401,1,0.28176928909495835,333,10L-20L
user_48,Electronics,NeuCard,12538,280,0,845,5788,7908,11552,17307,2,16,23,46,188,17,0.4852767619448872,0.12711040044862149,0.34979947521985255,0.037813362386638606,"Groceries,Electronics,Travel",0.23707039117417805,1,0.5674136687970038,565,6L-10L
user_49,Travel,Wallet,17300,358,0,3603,10133,14153,35778,46603,4,5,12,29,159,1,0.0056954628585702775,0.013274222683830036,0.5811971097450549,0.39983320471254497,"Electronics,Fashion,Travel",0.44727296815712203,1,0.9672161004820059,379,3L-6L
user_50,Travel,OtherCard,4744,200,0,3036,5960,9219,15639,38332,7,26,51,56,177,9,0.28589967492967744,0.002934482231494734,0.21520342553066138,0.4959624173081665,"Fashion,Groceries,Electronics",0.07237639319412248,0,0.7408182206817179,712,3L-6L
user_51,Electronics,UPI,5176,245,1,2494,2752,4575,31651,35768,1,12,37,65,133,14,0.15205500045333958,0.3426818707545951,0.06899825293062792,0.43626487586143736,"Fashion,Travel,Groceries",0.9541316415710726,1,0.6270890852730561,551,6L-10L
user_52,Travel,NeuCard,12975,277,0,4485,4767,6241,30182,54911,5,5,27,51,73,29,0.3724621164080909,0.09930126158835935,0.11333173135139304,0.4149048906521567,"Fashion,Groceries,Electronics",0.22325540106936093,1,0.38034875658925854,311,6L-10L
user_53,Electronics,UPI,10215,234,1,2719,8464,10706,22543,54725,8,15,27,81,117,43,0.3830387896351942,0.11615196458830579,0.06460606550517034,0.4362031802713297,"Fashion,Groceries,Travel",0.9223077754835848,1,0.23851255385430242,700,6L-10L
user_54,Fashion,NeuCard,3619,493,0,1884,3782,7025,26054,54944,7,11,38,83,91,57,0.42579856530435795,0.2287306633282386,0.25754457058408103,0.0879262007833225,"Groceries,Electronics,Travel",0.4258931550366818,1,0.14956861922263506,581,<3L
user_55,Electronics,UPI,14630,3,1,4138,8273,15263,38236,67576,7,21,29,52,66,16,0.1310575979473561,0.05907998717078709,0.7228655309221674,0.08699688395968944,"Electronics,Groceries,Fashion",0.985524133255218,1,0.5866462195100318,411,10L-20L
user_56,Fashion,NeuCard,7439,153,0,4349,10978,16138,22491,24009,7,7,26,100,230,3,0.11882234869263243,0.14901594294495385,0.44398870394721524,0.28817300441519844,"Electronics,Fashion,Travel",0.5540583834602107,1,0.9048374180359595,677,3L-6L
user_57,Fashion,NeuCard,14689,441,1,3201,6177,9311,19852,50801,6,6,24,49,141,6,0.17496349724194254,0.369918182601913,0.257375546362647,0.19774277379349756,"Travel,Electronics,Fashion",0.9308328641758075,1,0.8187307530779818,567,3L-6L
user_58,Groceries,Wallet,16833,28,1,2710,4977,7047,8979,31526,7,16,54,81,97,40,0.0596194411783166,0.1740431648093127,0.07875106728467189,0.6875863267276989,"Fashion,Travel,Electronics",0.005348988694222845,0,0.26359713811572677,597,6L-10L
user_59,Electronics,NeuCard,10557,108,0,1953,5153,5512,16998,33344,5,14,25,27,175,30,0.0784128264011803,0.5838200235178683,0.14615209996454265,0.19161505011640861,"Travel,Fashion,Electronics",0.7482388061809001,1,0.36787944117144233,616,3L-6L
user_60,Groceries,Wallet,17354,97,0,4737,9847,10988,12745,15345,1,15,29,103,174,50,0.5229293047908317,0.09253826736334851,0.31479516855739414,0.06973725928842571,"Groceries,Electronics,Travel",0.9030506531025154,1,0.18887560283756183,869,6L-10L
user_61,Electronics,NeuCard,4563,214,1,3850,11017,12652,17737,63742,1,17,47,84,232,59,0.2936471968880856,0.17827671507681347,0.45309347346547557,0.0749826145696252,"Electronics,Groceries,Travel",0.13972056697895407,0,0.1399224880243094,808,6L-10L
user_62,Electronics,OtherCard,10376,292,1,689,8376,12376,18013,47280,7,12,25,85,205,58,0.03949825038973534,0.11454576780687326,0.5737075055057049,0.2722484762976864,"Electronics,Fashion,Travel",0.09612585173215149,0,0.14466517663899506,845,6L-10L
user_63,Groceries,OtherCard,17661,74,0,1950,2562,5923,7039,43361,0,2,12,89,99,54,0.09815150154246989,0.13167711896592355,0.01590525272848334,0.7542661267631232,"Fashion,Travel,Groceries",0.4245726071859556,1,0.16529888822158653,664,6L-10L
user_64,Groceries,OtherCard,8627,325,1,456,7527,14110,24869,51859,5,17,42,92,163,38,0.4515511884132208,0.13821606954330015,0.3625402782870774,0.04769246375640157,"Groceries,Electronics,Travel",0.9336789061329351,1,0.28176928909495835,846,3L-6L
user_65,Electronics,NeuCard,8780,145,1,2130,8141,15976,27667,43860,5,20,46,93,198,54,0.6898679189310282,0.03924993563735843,0.21334082576843508,0.0575413196631783,"Groceries,Electronics,Fashion",0.5423865601904387,1,0.16529888822158653,570,3L-6L
user_66,Travel,Wallet,5058,127,1,3976,4663,4669,5161,35270,3,10,20,40,164,33,0.2614138896885828,0.3101051181825187,0.2313883626672692,0.19709262946162945,"Travel,Groceries,Electronics",0.5274564637217322,1,0.33287108369807955,773,10L-20L
user_67,Fashion,Wallet,10240,340,1,4244,7934,11201,39083,58316,9,23,60,113,147,5,0.7435457161337422,0.02730475320325172,0.13398759515284536,0.09516193551016061,"Groceries,Electronics,Fashion",0.14112611829932187,0,0.8464817248906141,836,6L-10L
user_68,Groceries,NeuCard,19398,41,1,1179,1791,8355,17166,65187,2,18,51,106,224,49,0.598593724111835,0.06674577538795964,0.1784758181171749,0.15618468238303063,"Groceries,Electronics,Fashion",0.0007895110932187865,0,0.19527756283568573,533,6L-10L
user_69,Fashion,OtherCard,19958,355,0,4285,6592,16375,44183,60377,2,18,36,94,107,37,0.17381887883291275,0.1991657952608858,0.24085639092836372,0.3861589349778377,"Fashion,Electronics,Travel",0.8101400907454612,1,0.291319891133471,358,<3L
user_70,Travel,OtherCard,15454,40,0,3565,10698,15626,39898,74408,0,12,17,88,101,44,0.046256992604302806,0.0034384921569305406,0.3664589310936577,0.583845584145109,"Fashion,Electronics,Groceries",0.08757456298623822,0,0.23069318225496285,550,6L-10L
user_71,Travel,Wallet,11670,421,0,882,3895,6501,34900,36206,2,18,55,105,114,57,0.211220672014924,0.2088744575013941,0.0035972306621510604,0.5763076398215308,"Fashion,Groceries,Travel",0.633849818735324,1,0.14956861922263506,385,6L-10L
user_72,Travel,OtherCard,1452,33,1,399,6908,12814,19288,23137,3,8,35,54,193,50,0.4796578669203352,0.04356571005251308,0.04780300864918374,0.42897341437796804,"Groceries,Fashion,Electronics",0.9146164545151915,1,0.18887560283756183,689,6L-10L
user_73,Groceries,UPI,7196,16,1,608,2389,5662,32618,44978,4,20,20,78,115,33,0.40802560204582183,0.019551222735919232,0.41502816207839793,0.15739501313986082,"Electronics,Groceries,Fashion",0.208651913158431,1,0.33287108369807955,479,10L-20L
user_74,Travel,Wallet,12373,164,0,1638,7544,15155,29540,75076,2,17,51,121,228,43,0.11204525392909118,0.3576836228071616,0.4057048903729551,0.12456623289079212,"Electronics,Travel,Fashion",0.6652728362369108,1,0.23851255385430242,448,3L-6L
user_75,Groceries,OtherCard,4873,152,1,2148,4739,5652,15390,44621,5,18,57,65,183,14,0.5249590200894468,0.09313426562476322,0.2638210662920012,0.11808564799378872,"Groceries,Electronics,Fashion",0.07869857670750946,0,0.6270890852730561,882,3L-6L
user_76,Travel,Wallet,15981,485,1,1382,4078,6089,27431,73231,4,16,23,23,56,13,0.3033699427742312,0.31737415154008863,0.012181099589557204,0.367074806096123,"Fashion,Travel,Groceries",0.603755143837613,1,0.6483443410015097,420,10L-20L
user_77,Fashion,UPI,13251,377,0,1403,7046,8488,22467,59430,2,7,13,41,50,5,0.33755436733277727,0.3029254038576808,0.043359978471966806,0.31616025033757517,"Groceries,Fashion,Travel",0.16393172095320274,0,0.8464817248906141,555,20L+
user_78,Fashion,Wallet,7081,75,0,819,6845,12391,24146,42835,5,7,17,79,200,49,0.355936076946273,0.06400348843551909,0.5704689233656471,0.009591511252560641,"Electronics,Groceries,Travel",0.735953560515178,1,0.19527756283568573,608,3L-6L
user_79,Electronics,Wallet,7149,86,0,3292,10249,12078,21875,50959,5,18,56,127,271,36,0.05744448615437017,0.2727998875253003,0.30330554576378227,0.3664500805565472,"Fashion,Electronics,Travel",0.3012312947939082,1,0.30119421191220214,358,6L-10L
user_80,Fashion,Wallet,9721,116,0,819,4777,13544,41872,82259,7,20,23,78,222,49,0.0049677034311461175,0.936979904679003,0.013239479257662652,0.04481291263218803,"Travel,Fashion,Electronics",0.46339100880464623,1,0.19527756283568573,368,3L-6L
user_81,Electronics,Wallet,8217,361,0,419,7602,14070,28677,37957,1,15,39,106,220,31,0.0030421013486921374,0.18034300987457613,0.5802811934612234,0.2363336953155082,"Electronics,Fashion,Travel",0.5994305420276217,1,0.3558189185373419,745,<3L
user_82,Fashion,UPI,7141,341,0,4219,9467,10396,23263,25905,0,7,18,52,52,2,0.5509669953565359,0.004258917922817058,0.24875283710791016,0.19602124961273687,"Groceries,Electronics,Fashion",0.17127341066623958,0,0.9355069850316178,687,3L-6L
user_83,Groceries,NeuCard,10409,468,0,4517,5091,8790,35256,77393,3,17,42,44,55,2,0.26386975379997896,0.028618625369640414,0.4403873735633725,0.2671242472670081,"Electronics,Fashion,Groceries",0.7416378186176209,1,0.9355069850316178,385,3L-6L
user_84,Fashion,Wallet,17915,26,0,3302,10578,20233,46084,60380,6,18,55,61,163,21,0.43643883695253377,0.2000700127778218,0.04873828016882292,0.3147528701008215,"Groceries,Fashion,Travel",0.30264034063681455,1,0.4965853037914095,526,10L-20L
user_85,Electronics,Wallet,9750,312,0,1508,3418,4472,23599,39037,9,25,36,62,65,21,0.05616702159363084,0.6111624923357292,0.28189983240799443,0.05077065366264567,"Travel,Electronics,Groceries",0.6623718599127535,1,0.4965853037914095,892,6L-10L
user_86,Electronics,OtherCard,4837,286,0,767,5875,11619,19485,67927,2,4,40,40,180,9,0.646626522373391,0.1440654394980967,0.014926196305708113,0.19438184182280396,"Groceries,Fashion,Travel",0.15828305069937365,0,0.7408182206817179,483,3L-6L
user_87,Travel,Wallet,5054,133,1,2044,5648,7548,22997,60522,2,7,30,109,206,50,0.03901316850169117,0.21755465380825045,0.2275357166701931,0.5158964610198653,"Fashion,Electronics,Travel",0.6881176592063503,1,0.18887560283756183,621,<3L
user_88,Groceries,OtherCard,19761,218,0,2139,2808,12457,23142,26136,4,8,23,93,198,2,0.24485180088792532,0.21322950019780995,0.49199011108026697,0.049928587833997624,"Electronics,Groceries,Travel",0.12818807281046174,0,0.9355069850316178,617,10L-20L
user_89,Fashion,NeuCard,10520,167,1,3029,7393,14373,37917,85911,4,20,32,75,159,11,0.3571146719904423,0.3564501932775617,0.04228117894668162,0.24415395578531432,"Groceries,Travel,Fashion",0.4253564962699836,1,0.6930406200864415,865,3L-6L
user_90,Travel,UPI,18764,97,1,1549,8878,15947,21398,55437,9,10,34,74,194,28,0.47297062165441883,0.4778370422988807,0.025755719758529187,0.0234366162881712,"Travel,Groceries,Electronics",0.24720607373887682,1,0.39324072086859824,698,6L-10L
user_91,Fashion,UPI,5092,267,0,1764,3047,12638,34280,36093,2,16,19,93,224,47,0.08034053257461729,0.5476977204714767,0.0363804940644126,0.3355812528894934,"Travel,Fashion,Groceries",0.7483752494281826,1,0.20873982339007963,592,3L-6L
user_92,Fashion,NeuCard,7243,236,0,2645,3568,6983,15531,43022,8,12,22,63,144,16,0.03464917246265628,0.3170298419788525,0.14299379974064938,0.5053271858178419,"Fashion,Travel,Electronics",0.26203500450687456,1,0.5866462195100318,592,6L-10L
user_93,Travel,UPI,16721,308,0,3716,4841,5283,12469,31314,3,22,53,85,103,6,0.09489249153494642,0.3634414497634285,0.0958204812143756,0.4458455774872495,"Fashion,Travel,Electronics",0.8817173063953962,1,0.8187307530779818,784,3L-6L
user_94,Travel,NeuCard,19416,454,0,4605,6134,12352,18454,59697,2,7,13,62,191,12,0.40414608218168024,0.02648687656323403,0.3934901042381548,0.1758769370169309,"Groceries,Electronics,Fashion",0.8918202114066128,1,0.6703200460356393,746,<3L
user_95,Travel,NeuCard,4364,393,0,4481,10335,14987,40432,77596,1,6,16,78,89,55,0.06553924543201778,0.2689210249719958,0.0845491697214603,0.580990559874526,"Fashion,Travel,Electronics",0.19644131522278585,0,0.1598797460796939,711,3L-6L
user_96,Travel,NeuCard,8141,172,0,2293,3887,11826,37287,79338,9,26,53,89,169,1,0.3623875491210776,0.02848885683549967,0.1797408823737981,0.4293827116696245,"Fashion,Groceries,Electronics",0.6138459450077243,1,0.9672161004820059,807,3L-6L
user_97,Travel,UPI,14588,400,0,4837,5083,12916,39493,52811,8,25,47,105,178,3,0.3800039710510426,0.09951716020741799,0.414519411119522,0.10595945762201746,"Electronics,Groceries,Fashion",0.08771764171996432,0,0.9048374180359595,543,6L-10L
user_98,Fashion,OtherCard,5769,409,0,2708,6419,15789,41648,58848,3,6,28,75,172,9,0.13530724029997812,0.5089546762482579,0.18336780690040877,0.17237027655135512,"Travel,Electronics,Fashion",0.3915370996016292,1,0.7408182206817179,719,10L-20L
user_99,Travel,NeuCard,4500,468,0,900,8862,16459,17078,17160,2,18,45,49,54,38,0.1389596276564638,0.38678433446114296,0.3677185025739818,0.10653753530841138,"Travel,Electronics,Groceries",0.7133217295012723,1,0.28176928909495835,453,3L-6L
user_100,Groceries,Wallet,6469,475,0,3084,4644,9102,9984,11904,6,19,44,91,226,23,0.18384186789656456,0.30705640249822613,0.3856449999203856,0.12345672968482381,"Electronics,Travel,Groceries",0.6594232468499163,1,0.46455902036091146,723,<3L
user_101,Electronics,UPI,4018,189,0,2009,8283,14874,40246,80831,7,20,44,46,170,16,0.5711748186907856,0.2409832373500745,0.14699481108748308,0.040847132871656824,"Groceries,Travel,Electronics",0.624700669406608,1,0.5866462195100318,572,6L-10L
user_102,Travel,NeuCard,12215,121,0,241,2641,12090,15732,27415,1,13,41,87,137,51,0.07175796470881153,0.783909423754064,0.09570241704584212,0.04863019449128226,"Travel,Electronics,Groceries",0.2825408636624436,1,0.18268352405273466,819,6L-10L
user_103,Travel,NeuCard,12434,45,0,2385,4628,6937,34938,46274,6,12,30,91,101,5,0.43777904338758333,0.2601093877865432,0.025377793402570903,0.27673377542330246,"Groceries,Fashion,Travel",0.378024949434402,1,0.8464817248906141,427,20L+
user_104,Fashion,Wallet,18490,63,1,4268,8132,14400,15696,31292,4,15,47,60,186,18,0.29961609123686705,0.30603161456698624,0.1681833888040067,0.22616890539213994,"Travel,Groceries,Fashion",0.10294614470028618,0,0.5488116360940264,672,6L-10L
user_105,Travel,OtherCard,6454,129,0,671,2610,3520,32810,34903,4,18,53,115,254,4,0.7620421603103319,0.1072163866142033,0.0676001278396308,0.0631413252358341,"Groceries,Travel,Electronics",0.719022820433601,1,0.8751733190429475,867,6L-10L
user_106,Travel,OtherCard,17344,309,0,163,5188,9528,23650,36555,2,20,33,93,165,31,0.1747090953803731,0.40679549159064166,0.06584025877410356,0.3526551542548817,"Travel,Fashion,Groceries",0.5038887967912735,1,0.3558189185373419,458,6L-10L
user_107,Travel,OtherCard,7550,362,0,464,8297,12306,37126,61477,4,14,27,57,58,9,0.008642735151814986,0.2194936806316915,0.6046433730751749,0.16722021114131852,"Electronics,Travel,Fashion",0.7087656323456546,1,0.7408182206817179,870,20L+
user_108,Fashion,NeuCard,15383,192,0,3042,10591,17219,20114,51095,1,15,49,65,72,8,0.3361920276061417,0.09296822543765615,0.5490776175204045,0.0217621294357975,"Electronics,Groceries,Travel",0.24894352479687276,1,0.7659283383646487,869,10L-20L
